Number	Accession	A's	T's	G's	C's	N's	Length	GC%
584	AB451165	336	218	207	217	13	991	42.79
585	AB255396	330	217	213	218	13	991	43.49
586	AB289674	341	226	201	219	14	1001	41.96
587	AB289686	81	85	90	68	5	329	48.02
588	AB453383	343	227	199	218	14	1001	41.66
589	AB451128	189	141	146	94	8	578	41.52
590	AB259109	344	225	200	218	14	1001	41.76
591	AB259745	73	78	78	62	4	295	47.46
592	AB510200	338	222	206	212	13	991	42.18
593	AB510208	179	162	165	93	9	608	42.43
594	AB510201	339	221	206	212	13	991	42.18
595	AB510209	204	185	185	110	9	693	42.57
596	AB451129	194	149	158	99	8	608	42.27
597	AB255397	325	220	217	216	13	991	43.69
598	AB243873	341	222	204	220	14	1001	42.36
599	AB259110	340	227	204	216	14	1001	41.96
600	AB259744	89	86	91	70	4	340	47.35
601	AB289670	344	224	202	217	14	1001	41.86
602	AB289679	87	86	88	69	4	334	47.01
603	AB510202	338	222	206	212	13	991	42.18
604	AB510210	193	152	159	96	8	608	41.94
605	AB259740	342	227	202	216	14	1001	41.76
606	AB259768	87	87	91	68	4	337	47.18
607	AB451130	194	149	158	99	8	608	42.27
608	AB243872	341	223	204	219	14	1001	42.26
609	AB289680	89	85	92	70	4	340	47.65
610	AB243871	341	224	203	219	14	1001	42.16
611	AB289681	87	85	90	71	4	337	47.77
612	AB451131	197	150	158	95	8	608	41.61
613	AB255398	337	221	207	213	13	991	42.38
614	AB451132	187	139	147	97	8	578	42.21
615	AB451166	331	223	212	212	13	991	42.79
616	AB289671	342	226	202	217	14	1001	41.86
617	AB289682	82	84	84	65	4	319	46.71
618	AB243870	345	224	201	217	14	1001	41.76
619	AB259775	84	87	87	69	4	331	47.13
620	AB243869	342	227	202	216	14	1001	41.76
621	AB259751	85	87	92	72	4	340	48.24
622	AB243868	340	224	204	219	14	1001	42.26
623	AB259776	88	86	90	69	4	337	47.18
624	AB243867	344	226	200	217	14	1001	41.66
625	AB259774	65	73	60	52	3	253	44.27
626	AB243744	325	219	217	217	13	991	43.79
627	AB243745	325	219	217	217	13	991	43.79
628	AB255391	326	219	216	217	13	991	43.69
629	AB289676	342	226	202	217	14	1001	41.86
630	AB289687	88	87	89	69	4	337	46.88
631	AB259741	342	226	202	217	14	1001	41.86
632	AB259769	87	86	90	70	4	337	47.48
633	AB246366	342	226	202	217	14	1001	41.86
634	AB259750	84	87	88	68	4	331	47.13
635	AB259739	342	226	202	217	14	1001	41.86
636	AB259767	84	86	88	67	4	329	47.11
637	AB259101	342	225	202	218	14	1001	41.96
638	AB259749	84	87	88	68	4	331	47.13
639	AB259105	343	226	201	217	14	1001	41.76
640	AB259770	72	81	81	60	4	298	47.32
641	AB510919	251	195	198	130	11	785	41.78
642	AB510920	248	189	193	126	10	766	41.64
643	AB259102	341	227	201	218	14	1001	41.86
644	AB259748	83	84	85	66	4	322	46.89
645	AB510921	248	189	193	126	10	766	41.64
646	AB289677	341	229	203	214	14	1001	41.66
647	AB289688	87	87	93	69	4	340	47.65
648	AB510922	252	192	199	131	11	785	42.04
649	GU014772	601	409	378	313	24	1725	40.06
650	GU014773	450	366	330	264	20	1430	41.54
651	GU136025	811	505	517	441	32	2306	41.54
652	GU136058	770	491	587	432	32	2312	44.07
653	GU138869	286	235	253	208	14	996	46.29
654	GU138869	286	235	253	208	14	996	46.29
655	GU138902	496	312	395	294	21	1518	45.39
656	GU138935	705	496	528	422	30	2181	43.56
657	AB510923	238	186	186	122	10	742	41.51
658	AB124658	436	366	343	265	20	1430	42.52
659	AB284320	563	425	417	360	25	1790	43.41
660	AB295605	551	418	409	353	24	1755	43.42
661	AB295606	442	374	348	267	20	1451	42.38
662	EF614248	541	404	408	351	24	1728	43.92
663	EF614249	538	403	406	351	24	1722	43.96
664	EF614250	538	403	406	351	24	1722	43.96
665	EF614251	538	403	406	351	24	1722	43.96
666	J02090	554	416	414	354	24	1762	43.59
667	M34829	289	212	214	175	12	902	43.13
668	M34829	289	212	214	175	12	902	43.13
669	M55059	561	426	415	361	25	1788	43.40
670	M63515	292	251	270	214	14	1041	46.49
671	M63515	292	251	270	214	14	1041	46.49
672	V01085	563	426	416	360	25	1790	43.35
673	AB043708	333	248	232	222	14	1049	43.28
674	AB255389	324	219	218	217	13	991	43.90
675	D10571	290	212	213	175	12	902	43.02
676	D10571	290	212	213	175	12	902	43.02
677	AB510924	241	184	188	122	10	745	41.61
678	AB289678	343	227	200	217	14	1001	41.66
679	AB289689	87	87	91	68	4	337	47.18
680	AB510925	243	185	188	122	10	748	41.44
681	AB510926	250	191	194	130	10	775	41.81
682	GU014774	600	408	379	314	24	1725	40.17
683	GU014775	450	367	330	263	20	1430	41.47
684	GU135996	271	208	202	169	12	862	43.04
685	GU135996	271	208	202	169	12	862	43.04
686	GU136026	813	508	515	438	32	2306	41.33
687	GU136059	770	492	587	431	32	2312	44.03
688	GU138870	286	235	253	208	14	996	46.29
689	GU138870	286	235	253	208	14	996	46.29
690	GU138903	496	312	395	294	21	1518	45.39
691	GU138936	705	496	529	421	30	2181	43.56
692	AB255392	337	221	207	213	13	991	42.38
693	AB259111	342	227	201	217	14	1001	41.76
694	AB259743	86	86	86	66	4	328	46.34
695	AB259112	341	226	203	217	14	1001	41.96
696	AB259742	53	64	50	43	2	212	43.87
697	AB453352	339	225	204	219	14	1001	42.26
698	AB043490	355	230	223	224	14	1046	42.73
699	AB451133	188	139	147	96	8	578	42.04
700	AB043493	353	230	224	225	14	1046	42.93
701	AB520639	250	189	195	126	10	770	41.69
702	AB520640	226	173	175	116	9	699	41.63
703	AB453353	343	225	200	219	14	1001	41.86
704	AB451134	197	150	158	95	8	608	41.61
705	AB520641	247	189	193	127	10	766	41.78
706	AB520642	233	175	178	119	10	715	41.54
707	AB520643	239	178	179	121	10	727	41.27
708	AB520644	247	189	193	127	10	766	41.78
709	AB520645	242	182	188	123	10	745	41.74
710	AB453343	337	218	208	215	13	991	42.68
711	AB451135	197	150	158	95	8	608	41.61
712	AB520646	239	180	182	122	10	733	41.47
713	AB520647	231	174	176	118	9	708	41.53
714	AB520648	238	176	179	121	10	724	41.44
715	AB520649	243	182	189	124	10	748	41.84
716	AB520650	239	179	181	121	10	730	41.37
717	AB520651	247	189	193	127	10	766	41.78
718	AB451136	189	142	145	94	8	578	41.35
719	AB451167	335	222	211	210	13	991	42.48
720	AB520652	240	185	183	121	10	739	41.14
721	AB520653	242	186	185	122	10	745	41.21
722	AB520654	243	182	186	121	10	742	41.37
723	AB510205	337	221	206	214	13	991	42.38
724	AB510214	193	152	159	96	8	608	41.94
725	AB453349	339	225	206	217	14	1001	42.26
726	AB451137	196	150	158	96	8	608	41.78
727	AB451138	196	147	161	96	8	608	42.27
728	AB453368	342	227	201	217	14	1001	41.76
729	AB451139	189	141	147	93	8	578	41.52
730	AB451140	189	139	149	93	8	578	41.87
731	AB453354	340	225	205	217	14	1001	42.16
732	AB510215	193	152	159	96	8	608	41.94
733	AB289672	340	226	203	218	14	1001	42.06
734	AB289683	88	87	92	69	4	340	47.35
735	AB510206	336	221	206	215	13	991	42.48
736	AB510216	192	152	160	96	8	608	42.11
737	AB510217	193	152	159	96	8	608	41.94
738	AB043707	331	249	232	223	14	1049	43.37
739	AB451124	188	141	147	94	8	578	41.70
740	AB451141	188	139	147	96	8	578	42.04
741	AB451142	186	135	155	94	8	578	43.08
742	AB451143	190	137	150	93	8	578	42.04
743	AB451144	188	139	148	95	8	578	42.04
744	AB451145	196	151	158	95	8	608	41.61
745	AB451168	335	217	208	218	13	991	42.99
746	AB451146	188	139	149	94	8	578	42.04
747	AB255393	328	217	215	218	13	991	43.69
748	AB453355	341	224	203	219	14	1001	42.16
749	AB451147	195	152	158	95	8	608	41.61
750	AB451148	186	140	150	94	8	578	42.21
751	AB451149	188	135	152	95	8	578	42.73
752	AB453356	342	225	201	219	14	1001	41.96
753	AB451150	189	136	152	93	8	578	42.39
754	AB510218	174	137	140	89	7	547	41.86
755	AB451151	196	151	158	95	8	608	41.61
756	AB453344	337	218	206	217	13	991	42.68
757	AB453357	340	225	205	217	14	1001	42.16
758	AB451125	195	149	157	99	8	608	42.11
759	AB510211	193	152	159	96	8	608	41.94
760	AB453345	337	219	207	215	13	991	42.58
761	AB453346	337	218	206	217	13	991	42.68
762	AB453347	337	218	206	217	13	991	42.68
763	AB289673	342	226	201	218	14	1001	41.86
764	AB289684	88	87	92	69	4	340	47.35
765	AB453358	338	225	206	218	14	1001	42.36
766	AB451152	194	149	158	99	8	608	42.27
767	AB453359	341	225	204	217	14	1001	42.06
768	AB255394	328	217	215	218	13	991	43.69
769	AB453360	341	224	202	220	14	1001	42.16
770	AB453361	343	225	201	218	14	1001	41.86
771	U48446	336	247	224	225	14	1046	42.93
772	AB453362	343	226	200	218	14	1001	41.76
773	AB451153	196	151	158	95	8	608	41.61
774	AB259103	342	226	202	217	14	1001	41.86
775	AB259747	82	84	87	65	4	322	47.20
776	AB453342	337	219	207	215	13	991	42.58
777	AB453363	342	225	201	219	14	1001	41.96
778	AB451154	189	140	148	93	8	578	41.70
779	AB451169	332	218	207	221	13	991	43.19
780	AB453364	342	224	201	220	14	1001	42.06
781	AB451155	153	121	120	86	6	486	42.39
782	AB451170	335	217	208	218	13	991	42.99
783	AB453365	340	225	203	219	14	1001	42.16
784	AB453369	343	227	201	216	14	1001	41.66
785	AB451156	435	354	311	233	19	1352	40.24
786	AB451171	336	222	209	211	13	991	42.38
787	AB453370	341	228	201	217	14	1001	41.76
788	AB445013	195	151	157	97	8	608	41.78
789	AB445014	334	222	211	211	13	991	42.58
790	AB453348	337	218	206	217	13	991	42.68
791	AB453371	342	228	201	216	14	1001	41.66
792	AB453366	340	226	205	216	14	1001	42.06
793	AB453372	342	228	201	216	14	1001	41.66
794	AB453367	342	225	201	219	14	1001	41.96
795	AB453373	341	228	201	217	14	1001	41.76
796	AB453350	340	226	205	216	14	1001	42.06
797	AB510203	335	220	210	213	13	991	42.68
798	AB510212	192	152	159	97	8	608	42.11
799	AB259106	341	225	204	217	14	1001	42.06
800	AB259771	87	87	93	69	4	340	47.65
801	AB457183	340	227	206	214	14	1001	41.96
802	AB457184	339	228	206	214	14	1001	41.96
803	AB451172	331	223	212	212	13	991	42.79
804	AB289675	342	227	201	217	14	1001	41.76
805	AB289685	88	87	92	69	4	340	47.35
806	AB451158	336	218	208	216	13	991	42.79
807	AB510219	193	151	160	96	8	608	42.11
808	AB451159	336	218	208	216	13	991	42.79
809	AB510207	338	221	205	214	13	991	42.28
810	AB510220	192	152	160	96	8	608	42.11
811	AB451160	336	216	208	218	13	991	42.99
812	AB451157	196	151	158	95	8	608	41.61
813	AB510221	193	152	159	96	8	608	41.94
814	AB451119	195	151	158	96	8	608	41.78
815	AB451161	336	216	208	218	13	991	42.99
816	AB510222	192	152	160	96	8	608	42.11
817	AB510223	193	151	160	96	8	608	42.11
818	AB259104	339	227	204	217	14	1001	42.06
819	AB259746	84	84	87	66	4	325	47.08
820	AB453351	339	225	206	217	14	1001	42.26
821	AB510204	337	223	206	212	13	991	42.18
822	AB510213	196	152	157	95	8	608	41.45
823	AB453374	343	228	198	218	14	1001	41.56
824	AB451120	186	141	150	93	8	578	42.04
825	AB451162	337	216	208	217	13	991	42.89
826	AB043496	347	237	222	223	14	1043	42.67
827	AB451121	195	151	157	97	8	608	41.78
828	AB451163	336	223	209	210	13	991	42.28
829	AB453375	341	226	201	219	14	1001	41.96
830	AB453376	342	227	200	218	14	1001	41.76
831	AB453377	342	227	200	218	14	1001	41.76
832	U48444	333	249	227	223	14	1046	43.02
833	GQ365410	600	408	379	314	24	1725	40.17
834	GQ365411	286	235	253	208	14	996	46.29
835	GQ365411	286	235	253	208	14	996	46.29
836	GQ365412	451	367	329	263	20	1430	41.40
837	GQ365413	496	312	395	294	21	1518	45.39
838	GQ365414	271	208	202	170	12	863	43.11
839	GQ365414	271	208	202	170	12	863	43.11
840	GQ365415	705	494	529	423	30	2181	43.65
841	GQ365416	812	507	516	439	32	2306	41.41
842	GQ365417	769	491	588	432	32	2312	44.12
843	AF008825	324	228	223	212	14	1001	43.46
844	U48443	331	249	231	221	14	1046	43.21
845	AB117194	331	223	214	210	13	991	42.79
846	AY661155	350	261	252	232	15	1110	43.60
847	AB117165	330	219	214	215	13	991	43.29
848	EF584373	437	362	337	274	20	1430	42.73
849	GQ168624	273	214	202	174	12	875	42.97
850	GQ168624	273	214	202	174	12	875	42.97
851	GQ200229	769	492	588	431	32	2312	44.07
852	GQ200230	705	495	530	421	30	2181	43.60
853	GQ323480	451	368	329	262	20	1430	41.33
854	GQ457474	284	235	255	208	14	996	46.49
855	GQ457474	284	235	255	208	14	996	46.49
856	GQ894929	600	408	379	314	24	1725	40.17
857	GQ894930	813	507	516	438	32	2306	41.37
858	GQ894931	493	312	398	294	21	1518	45.59
859	M57630	326	233	232	224	54	1049	43.47
860	CY016322	350	236	219	224	14	1043	42.47
861	EU100631	452	376	335	250	20	1433	40.82
862	EU100677	343	239	225	222	14	1043	42.86
863	EU199292	387	276	269	245	17	1194	43.05
864	EU199334	382	273	269	245	17	1186	43.34
865	EU199321	382	278	271	243	18	1192	43.12
866	CY031455	350	237	216	217	14	1034	41.88
867	CY031872	355	240	220	225	14	1054	42.22
868	CY031873	355	240	221	224	14	1054	42.22
869	CY031874	354	240	221	225	14	1054	42.31
870	CY031875	352	240	223	225	14	1054	42.50
871	CY031876	354	240	221	225	14	1054	42.31
872	CY031877	355	240	221	224	14	1054	42.22
873	CY031878	352	239	223	225	14	1053	42.55
874	CY031879	354	239	221	226	14	1054	42.41
875	CY031880	355	241	221	223	14	1054	42.13
876	CY031881	355	240	220	225	14	1054	42.22
877	CY031882	353	240	222	225	14	1054	42.41
878	CY031883	355	239	220	226	14	1054	42.31
879	CY031884	353	243	221	223	14	1054	42.13
880	CY031885	354	241	221	224	14	1054	42.22
881	CY031886	353	237	223	227	14	1054	42.69
882	CY032634	352	243	221	224	14	1054	42.22
883	CY034429	354	239	219	225	14	1051	42.25
884	CY034439	355	238	218	226	14	1051	42.25
885	CY034441	353	239	220	225	14	1051	42.34
886	CY034503	345	237	220	221	14	1037	42.53
887	CY034582	360	250	233	227	15	1085	42.40
888	CY069646	417	281	265	237	17	1217	41.25
889	CY069647	418	280	265	237	17	1217	41.25
890	CY069725	417	280	266	237	17	1217	41.33
891	CY069726	415	281	267	237	17	1217	41.41
892	CY069727	418	279	264	239	17	1217	41.33
893	CY069728	417	279	265	239	17	1217	41.41
894	CY069729	416	281	266	237	17	1217	41.33
895	CY069730	417	280	266	237	17	1217	41.33
896	CY069731	418	278	264	240	17	1217	41.41
897	CY069732	417	280	265	238	17	1217	41.33
898	CY069733	417	281	264	238	17	1217	41.25
899	CY069734	417	280	265	238	17	1217	41.33
900	CY069735	417	280	264	239	17	1217	41.33
901	CY069736	414	281	267	238	17	1217	41.50
902	CY069737	415	280	267	238	17	1217	41.50
903	CY069738	417	281	265	237	17	1217	41.25
904	CY069648	377	260	246	217	15	1115	41.52
905	CY069649	379	259	245	217	15	1115	41.43
906	CY069650	380	257	246	217	15	1115	41.52
907	CY069744	404	282	263	251	17	1217	42.24
908	CY025381	597	422	397	325	24	1765	40.91
909	CY025382	294	238	249	204	14	999	45.35
910	CY025382	294	238	249	204	14	999	45.35
911	CY025383	456	380	337	252	20	1445	40.76
912	CY025384	496	324	399	305	21	1545	45.57
913	CY025385	265	211	211	162	12	861	43.32
914	CY025385	265	211	211	162	12	861	43.32
915	CY025386	744	541	518	396	31	2230	40.99
916	CY025387	809	554	508	434	32	2337	40.31
917	CY025387	809	554	508	434	32	2337	40.31
918	CY025388	808	535	547	408	32	2330	40.99
919	CY026035	583	416	378	344	24	1745	41.38
920	CY026036	278	239	262	205	14	998	46.79
921	CY026036	278	239	262	205	14	998	46.79
922	CY026037	443	373	339	274	20	1449	42.31
923	CY026038	501	325	401	293	21	1541	45.04
924	CY026039	287	205	194	159	12	857	41.19
925	CY026039	287	205	194	159	12	857	41.19
926	CY026040	733	525	514	415	31	2218	41.88
927	CY026041	815	510	524	448	32	2329	41.73
928	CY026041	815	510	524	448	32	2329	41.73
929	CY026042	796	526	565	414	32	2333	41.96
930	CY027411	585	420	397	323	24	1749	41.17
931	CY027412	289	238	251	204	14	996	45.68
932	CY027412	289	238	251	204	14	996	45.68
933	CY027413	452	381	337	251	20	1441	40.80
934	CY027414	496	322	397	305	21	1541	45.55
935	CY027415	267	212	210	161	12	862	43.04
936	CY027415	267	212	210	161	12	862	43.04
937	CY027416	741	540	515	395	31	2222	40.95
938	CY027417	803	551	507	436	32	2329	40.49
939	CY027417	803	551	507	436	32	2329	40.49
940	CY027418	808	533	545	411	32	2329	41.05
941	CY025859	582	419	379	341	24	1745	41.26
942	CY025860	284	241	262	208	14	1009	46.58
943	CY025860	284	241	262	208	14	1009	46.58
944	CY025861	445	372	341	274	20	1452	42.36
945	CY025862	500	324	401	296	21	1542	45.20
946	CY025863	291	205	191	161	12	860	40.93
947	CY025863	291	205	191	161	12	860	40.93
948	CY025864	733	522	516	413	31	2215	41.94
949	CY025865	819	517	519	448	32	2335	41.41
950	CY025865	819	517	519	448	32	2335	41.41
951	CY025866	797	525	564	417	32	2335	42.01
952	CY072074	601	408	379	313	24	1725	40.12
953	CY072075	603	409	376	313	24	1725	39.94
954	CY072076	601	408	378	314	24	1725	40.12
955	CY072077	601	410	376	314	24	1725	40.00
956	CY072078	603	408	376	314	24	1725	40.00
957	CY072079	601	409	377	314	24	1725	40.06
958	CY072080	601	410	377	313	24	1725	40.00
959	CY072081	602	408	376	314	25	1725	40.00
960	CY072082	602	408	378	313	24	1725	40.06
961	CY072083	595	405	373	311	24	1708	40.05
962	EU199306	573	413	395	320	25	1726	41.43
963	EU516135	452	378	335	248	20	1433	40.68
964	EU716436	438	368	333	270	21	1430	42.17
965	EU716438	277	240	261	206	14	998	46.79
966	EU716438	277	240	261	206	14	998	46.79
967	GQ476139	583	419	383	312	25	1722	40.36
968	GQ476140	461	369	331	252	20	1433	40.68
969	GQ476141	291	239	249	205	14	998	45.49
970	GQ476141	291	239	249	205	14	998	45.49
971	EU716533	468	372	330	257	20	1447	40.57
972	EU716540	594	420	390	318	29	1751	40.43
973	GQ475762	290	238	247	206	15	996	45.48
974	GQ475762	290	238	247	206	15	996	45.48
975	GQ476017	583	418	382	314	25	1722	40.42
976	GQ476018	461	368	331	253	20	1433	40.75
977	GQ476019	292	239	250	203	14	998	45.39
978	GQ476019	292	239	250	203	14	998	45.39
979	EU716543	466	373	332	256	20	1447	40.64
980	EU716555	598	424	389	315	25	1751	40.21
981	GQ476055	583	418	382	314	25	1722	40.42
982	GQ476056	461	368	331	253	20	1433	40.75
983	GQ476057	292	239	250	203	14	998	45.39
984	GQ476057	292	239	250	203	14	998	45.39
985	FJ532065	436	366	335	271	22	1430	42.38
986	FJ532066	576	409	376	340	24	1725	41.51
987	GQ377033	450	368	330	262	20	1430	41.40
988	GQ377034	495	312	396	294	21	1518	45.45
989	GQ377035	600	409	379	313	24	1725	40.12
990	EU199428	438	362	336	273	21	1430	42.59
991	EU516052	570	412	380	338	25	1725	41.62
992	FJ687000	460	369	331	253	20	1433	40.75
993	FJ687001	583	419	381	313	26	1722	40.30
994	GQ475819	291	239	249	205	14	998	45.49
995	GQ475819	291	239	249	205	14	998	45.49
996	EU199374	575	409	376	340	25	1725	41.51
997	EU516192	436	366	336	271	21	1430	42.45
998	EU516099	358	233	212	226	14	1043	41.99
999	AY210119	435	367	344	264	20	1430	42.52
1000	AY210224	488	318	394	297	21	1518	45.52
1001	AY210253	274	238	262	208	14	996	47.19
1002	AY210253	274	238	262	208	14	996	47.19
1003	AY210299	268	201	204	165	11	849	43.46
1004	AY210299	268	201	204	165	11	849	43.46
1005	AF008748	329	227	216	215	14	1001	43.06
1006	CY016331	346	235	224	224	14	1043	42.95
1007	EU516254	578	417	388	313	26	1722	40.71
1008	EU516275	462	368	328	255	20	1433	40.68
1009	EU716604	290	238	251	205	14	998	45.69
1010	EU716604	290	238	251	205	14	998	45.69
1011	AY029287	347	238	222	222	14	1043	42.57
1012	EF473387	375	254	242	232	15	1118	42.40
1013	EU516256	580	417	387	314	24	1722	40.71
1014	EU716600	289	239	250	206	14	998	45.69
1015	EU716600	289	239	250	206	14	998	45.69
1016	EU887020	462	368	328	255	20	1433	40.68
1017	EU100539	442	360	337	271	20	1430	42.52
1018	AF008744	327	224	216	220	14	1001	43.56
1019	EF473504	359	247	243	226	15	1090	43.03
1020	EU100548	440	363	342	273	20	1438	42.77
1021	AF008838	324	228	221	214	14	1001	43.46
1022	CY019955	597	401	395	321	24	1738	41.20
1023	CY019956	283	235	258	210	14	1000	46.80
1024	CY019956	283	235	258	210	14	1000	46.80
1025	CY019957	412	367	345	244	19	1387	42.47
1026	CY019958	497	326	398	307	21	1549	45.51
1027	CY019959	265	202	207	170	12	856	44.04
1028	CY019959	265	202	207	170	12	856	44.04
1029	CY019960	739	531	513	407	31	2221	41.42
1030	CY019961	789	532	520	448	32	2321	41.71
1031	CY019961	789	532	520	448	32	2321	41.71
1032	CY019962	771	519	587	416	32	2325	43.14
1033	EF473638	379	253	241	233	15	1121	42.28
1034	AF008723	327	226	217	217	14	1001	43.36
1035	EF473505	359	248	246	225	15	1093	43.09
1036	EF473506	363	248	243	230	15	1099	43.04
1037	EF473351	383	253	244	238	15	1133	42.54
1038	EF473507	355	240	230	223	14	1062	42.66
1039	EF473508	370	251	246	236	15	1118	43.11
1040	K01332	293	211	211	175	12	902	42.79
1041	K01332	293	211	211	175	12	902	42.79
1042	EF473329	376	253	242	232	15	1118	42.40
1043	EF473340	377	253	241	232	15	1118	42.31
1044	EU100537	442	364	339	273	20	1438	42.56
1045	AF008863	315	230	226	215	14	1000	44.10
1046	AF008814	321	228	221	217	14	1001	43.76
1047	CY031392	355	251	239	228	15	1088	42.92
1048	CY031393	352	250	231	227	15	1075	42.60
1049	CY031887	354	240	221	225	14	1054	42.31
1050	CY031888	354	240	221	225	14	1054	42.31
1051	CY034574	354	251	238	227	15	1085	42.86
1052	CY034524	354	251	238	227	15	1085	42.86
1053	CY069651	416	279	266	239	17	1217	41.50
1054	CY069652	416	280	266	238	17	1217	41.41
1055	CY069653	417	280	265	238	17	1217	41.33
1056	CY069654	416	280	266	238	17	1217	41.41
1057	CY069655	416	280	266	238	17	1217	41.41
1058	CY069656	417	280	266	237	17	1217	41.33
1059	CY069657	416	281	265	238	17	1217	41.33
1060	CY069658	414	282	267	237	17	1217	41.41
1061	CY069659	415	282	266	237	17	1217	41.33
